STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4
1000,FRC,Lâm đặc sản xuất khẩu Quảng Nam,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
1001,FRM,Lâm nghiệp Sài Gòn,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
1002,FSO,Đóng tàu thủy sản VN,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Xe tải & Đóng tàu
1003,FT1,Phụ tùng máy số 1,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
1004,FTI,Công nghiệp - Thương mại Hữu Nghị,UPCoM,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Phụ tùng ô tô
1005,FTM,Phát triển Đức Quân,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1006,FVN,Thiết kế và CN Việt Nam,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1007,G20,Đầu tư Dệt may Vĩnh Phúc,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1008,G30,Gạch ngói 30-4,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1009,G36,Tổng Công ty 36,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1010,GAB,ĐT Khai khoáng và QL Tài sản FLC,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1011,GCB,PETEC Bình Định,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
1012,GCF,Thực phẩm G.C,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1013,GDA,Tôn Đông Á,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1014,GER,Thể thao Ngôi sao Geru,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
1015,GGG,Ôtô Giải Phóng,UPCoM,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô
1016,GH3,Công trình giao thông Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1017,GHC,Thủy điện Gia Lai,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1018,GLC,Vàng Lào Cai,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác vàng
1019,GLW,Cấp thoát nước Gia Lai,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1020,GMC,Garmex Sài Gòn,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1021,GND,Gạch ngói Đồng Nai,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1022,GPC,Tập đoàn Green+,UPCoM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm
1023,GSM,Thủy điện Hương Sơn,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1024,GTD,Giầy Thượng Đình,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép
1025,GTS,Công trình Giao thông Sài Gòn,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1026,GTT,Thuận Thảo Group,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí
1027,GVT,Giấy Việt Trì,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy
1028,H11,Xây dựng HUD101,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1029,HAC,Chứng khoán Hải Phòng,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
1030,HAF,Thực phẩm Hà Nội,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1031,HAI,Nông Dược HAI,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
1032,HAM,Vật tư Hậu Giang,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1033,HAN,Xây dựng Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1034,HAV,Rượu Hapro,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Vang & Rượu mạnh
1035,HBC,Tập đoàn Xây dựng Hòa Bình,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1036,HBD,Bao bì PP Bình Dương,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
1037,HBH,HABECO Hải Phòng,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
1038,HC1,Xây dựng số 1 Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1039,HC3,Xây dựng số 3 Hải Phòng,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1040,HCB,Dệt may 29/3,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1041,HCI,Đầu tư - XD Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1042,HCO,Bánh kẹo Hải Châu,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1043,HD2,Đầu tư phát triển nhà HUD 2,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1044,HD6,Phát triển nhà số 6 Hà Nội,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1045,HD8,PT Nhà và Đô thị HUD8,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1046,HDM,Dệt May Huế,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1047,HDO,Hưng Đạo Container,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
1048,HDP,Dược Hà Tĩnh,UPCoM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm
1049,HDS,Giống cây trồng Hải Dương,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1050,HDW,Nước sạch Hải Dương,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1051,HEC,Tư vấn XD Thủy Lợi II (HEC II),UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
1052,HEJ,Tư vấn Xây dựng Thủy Lợi VN,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1053,HEP,Môi trường và Công trình đô thị Huế,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
1054,HES,Dịch vụ Giải trí Hà Nội,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí
1055,HFB,Công trình Cầu phà TP HCM,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1056,HFC,Xăng dầu HFC,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
1057,HFX,XNK Thanh Hà,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
1058,HGT,Du lịch Hương Giang,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
1059,HHG,Vận tải Hoàng Hà,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
1060,HHI,Hoàng Hạc,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
1061,HHN,Vận tải và DV Hàng hóa Hà Nội,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
1062,HIG,Tập đoàn HIPT,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm
1063,HIO,Helio Energy,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1064,HJC,Công ty Cổ phần Hoà Việt,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá
1065,HKB,Thực phẩm Hà Nội - Kinh Bắc,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1066,HLA,Hữu Liên Á Châu,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1067,HLB,Bia và NGK Hạ Long,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
1068,HLO,Công Nghệ Ha Lô,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
1069,HLS,Sứ Hoàng Liên Sơn,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
1070,HLT,Dệt may Hoàng Thị Loan,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1071,HLY,Gốm Xây Dựng Yên Hưng,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1072,HMD,Minh Duccsco,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
1073,HMG,Kim Khí Hà Nội,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1074,HMS,XD Bảo tàng Hồ Chí Minh,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1075,HNB,Bến xe Hà Nội,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
1076,HNC,Xi măng Hữu Nghị,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1077,HND,Nhiệt điện Hải Phòng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1078,HNF,Bánh kẹo Hữu Nghị,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1079,HNG,Nông nghiệp Quốc tế HAGL,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1080,HNI,May Hữu Nghị,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1081,HNM,HANOIMILK,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1082,HNP,Hanel Xốp Nhựa,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
1083,HNR,Cồn Rượu và Nước Giải Khát Hà Nội,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Vang & Rượu mạnh
1084,HOT,Du lịch - DV Hội An,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
1085,HPB,Bao bì PP,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
1086,HPD,Thủy điện Đăk Đoa,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1087,HPH,Hóa Chất Hưng Phát Hà Bắc,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
1088,HPI,Khu công nghiệp Hiệp Phước,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1089,HPM,Khoáng sản Hoàng Phúc,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
1090,HPP,Sơn Hải Phòng,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1091,HPT,DV Công nghệ Tin học HPT,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm
1092,HPW,Cấp nước Hải Phòng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1093,HRB,Harec Đầu tư và Thương Mại,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1094,HSA,HESTIA,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
1095,HSI,Phân bón Hóa sinh,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
1096,HSM,HANOSIMEX,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1097,HSP,Sơn Tổng hợp Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1098,HSV,Gang Thép Hà Nội,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1099,HT9,Phát triển hạ tầng 319,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1100,HTE,Kinh doanh điện lực TP HCM,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1101,HTM,Thương mại Hà Nội - Hapro,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
1102,HTP,In SGK Hòa Phát,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
1103,HTS,Thép Hương Thịnh,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1104,HTT,Thương mại Hà Tây,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
1105,HU3,Xây dựng HUD3,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1106,HU4,Đầu tư và Xây dựng HUD4,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1107,HU6,PT Nhà và Đô thị HUD6,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1108,HUG,May Hưng Yên,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1109,HVA,Đầu tư HVA,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1110,HVG,Thủy sản Hùng Vương,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1111,HWI,Đầu tư XD hạ tầng nước sạch Hà Nội,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1112,HWS,Cấp nước Huế,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1113,IBC,Đầu tư APAX Holdings,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt
1114,IBD,In Tổng hợp Bình Dương,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
1115,ICC,Xây dựng công nghiệp,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1116,ICF,ĐT TM Thủy sản,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1117,ICI,Đầu tư và XD Công nghiệp,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1118,ICL,Xuất Nhập Khẩu Vĩnh Long,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Phân phối thực phẩm & dược phẩm,Phân phối thực phẩm
1119,ICN,XD Dầu Khí IDICO,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1120,IDP,Sữa Quốc tế LOF,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1121,IFS,Thực phẩm Quốc tế,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát
1122,IHK,In Hàng Không,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
1123,ILA,Công ty ILA,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1124,ILC,Hợp tác lao động với nước ngoài,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Đào tạo & Việc làm
1125,ILS,TM và Dịch vụ Quốc tế,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
1126,IME,Xây lắp Công nghiệp,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
1127,IN4,In số 4,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
1128,ING,Đầu Tư Và Pt Xây Dựng,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1129,IRC,Cao su Công nghiệp,UPCoM,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
1130,ISG,Vận tải biển và Hợp tác LĐ Quốc Tế,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
1131,ISH,Thủy điện Srok Phu Miêng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1132,IST,ICD Tân Cảng Sóng Thần,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
1133,ITA,Đầu tư CN Tân Tạo,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1134,ITS,Thương mại và DV - Vinacomin,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
1135,JOS,Thủy sản Minh Hải,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1136,KAC,Địa ốc Khang An,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1137,KCB,Khoáng Sản Luyện Kim Cao Bằng,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
1138,KCE,Bê tông Ly tâm ĐL Khánh Hòa,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1139,KGM,XNK Kiên Giang,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
1140,KHD,Khoáng sản Hải Dương,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
1141,KHL,VLXD Hưng Long,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1142,KHW,Cấp thoát nước Khánh Hòa,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1143,KIP,K.I.P Việt Nam,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện
1144,KLB,KienlongBank,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng
1145,KLF,KLF Global,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí
1146,KNA,Khoáng sản Nghệ An,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
1147,KSH,Damac GLS,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
1148,KSS,Na Rì Hamico,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
1149,KTC,Thương mại Kiên Giang,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1150,KTL,Kim khí Thăng Long,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
